URL,Details,Fabric,Sheet
pod01-srs1.wus2.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,West US 2 (WUS2)
asmsrvprodwus2perfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,West US 2 (WUS2)
asmsrvprodwus2perfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,West US 2 (WUS2)
sfdiscoverysrvprodwus2evhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,West US 2 (WUS2)
discsrvprodwus2depsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,West US 2 (WUS2)
azhypervehubns2019-04-12-14-07-52-325.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
azhypervehubns2019-04-12-14-08-53-760.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
azhypervehubns2019-04-12-14-09-54-475.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
HyperVEHubNs2019-04-12-14-07-52-325.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
HyperVEHubNs2019-04-12-14-08-53-760.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
HyperVEHubNs2019-04-12-14-09-54-475.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,West US 2 (WUS2)
azvmwareehubns2019-04-12-14-10-53-282.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
azvmwareehubns2019-04-12-14-11-55-594.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
azvmwareehubns2019-04-12-14-12-57-323.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
VMwareEHubNs2019-04-12-14-10-53-282.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
VMwareEHubNs2019-04-12-14-11-55-594.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
VMwareEHubNs2019-04-12-14-12-57-323.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,West US 2 (WUS2)
ServerEHubNs2019-10-24-17-56-31-417.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
ServerEHubNs2019-10-24-17-58-04-305.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
ServerEHubNs2019-10-24-17-59-36-661.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
azserverehubns2019-10-24-17-56-31-417.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
azserverehubns2019-10-24-17-58-04-305.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
azserverehubns2019-10-24-17-59-36-661.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,West US 2 (WUS2)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Jio India West (JIOW)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Jio India West (JIOW)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Jio India West (JIOW)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Jio India West (JIOW)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Jio India West (JIOW)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Jio India West (JIOW)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Jio India West (JIOW)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Jio India West (JIOW)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Jio India West (JIOW)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Jio India West (JIOW)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Jio India West (JIOW)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Jio India West (JIOW)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Jio India West (JIOW)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Jio India West (JIOW)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Jio India West (JIOW)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Jio India West (JIOW)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Jio India West (JIOW)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Jio India West (JIOW)
aka.ms/latestapplianceservices/jioindiawest,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Jio India West (JIOW)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Jio India West (JIOW)
discoverysrv.jiow.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Jio India West (JIOW)
asmsrv.jiow.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Jio India West (JIOW)
pod01-srs1.jiw.siterecovery.windowsazure.com,Migration Service URL,Common to all fabrics,Jio India West (JIOW)
asmsrvprodjiowperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Jio India West (JIOW)
asmsrvprodjiowperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Jio India West (JIOW)
discoverysvcprodjiowevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Jio India West (JIOW)
discoverysvcprodjiowdesa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Jio India West (JIOW)
HyperVEHubNsjiow1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Jio India West (JIOW)
HyperVEHubNsjiow2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Jio India West (JIOW)
HyperVEHubNsjiow3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Jio India West (JIOW)
VMwareEHubNsjiow1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Jio India West (JIOW)
VMwareEHubNsjiow2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Jio India West (JIOW)
VMwareEHubNsjiow3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Jio India West (JIOW)
ServerEHubNsjiow1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Jio India West (JIOW)
ServerEHubNsjiow2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Jio India West (JIOW)
ServerEHubNsjiow3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Jio India West (JIOW)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Sweden Central (SWC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Sweden Central (SWC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Sweden Central (SWC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Sweden Central (SWC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Sweden Central (SWC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Sweden Central (SWC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Sweden Central (SWC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Sweden Central (SWC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Sweden Central (SWC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Sweden Central (SWC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Sweden Central (SWC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Sweden Central (SWC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Sweden Central (SWC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Sweden Central (SWC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Sweden Central (SWC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Sweden Central (SWC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Sweden Central (SWC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Sweden Central (SWC)
aka.ms/latestapplianceservices/swedencentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Sweden Central (SWC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Sweden Central (SWC)
discoverysrv.swc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Sweden Central (SWC)
asmsrv.swc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Sweden Central (SWC)
pod01-srs1.sdc.siterecovery.windowsazure.com,Migration Service URL,Common to all fabrics,Sweden Central (SWC)
asmsrvprodswcperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Sweden Central (SWC)
asmsrvprodswcperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Sweden Central (SWC)
discoverysvcprodswcevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Sweden Central (SWC)
discoverysvcprodswcdesa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Sweden Central (SWC)
HyperVEHubNsswc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Sweden Central (SWC)
HyperVEHubNsswc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Sweden Central (SWC)
HyperVEHubNsswc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Sweden Central (SWC)
VMwareEHubNsswc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Sweden Central (SWC)
VMwareEHubNsswc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Sweden Central (SWC)
VMwareEHubNsswc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Sweden Central (SWC)
ServerEHubNsswc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Sweden Central (SWC)
ServerEHubNsswc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Sweden Central (SWC)
ServerEHubNsswc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Sweden Central (SWC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Qatar Central (QRC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Qatar Central (QRC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Qatar Central (QRC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Qatar Central (QRC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Qatar Central (QRC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Qatar Central (QRC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Qatar Central (QRC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Qatar Central (QRC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Qatar Central (QRC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Qatar Central (QRC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Qatar Central (QRC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Qatar Central (QRC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Qatar Central (QRC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Qatar Central (QRC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Qatar Central (QRC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Qatar Central (QRC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Qatar Central (QRC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Qatar Central (QRC)
aka.ms/latestapplianceservices/qatarcentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Qatar Central (QRC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Qatar Central (QRC)
discoverysrv.qrc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Qatar Central (QRC)
asmsrv.qrc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Qatar Central (QRC)
pod01-srs1.qac.siterecovery.windowsazure.com,Migration Service URL,Common to all fabrics,Qatar Central (QRC)
asmsrvprodqrcperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Qatar Central (QRC)
asmsrvprodqrcperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Qatar Central (QRC)
discoverysvcprodqrcevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Qatar Central (QRC)
discoverysvcprodqrcdepsa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Qatar Central (QRC)
HyperVEHubNsqrc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Qatar Central (QRC)
HyperVEHubNsqrc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Qatar Central (QRC)
HyperVEHubNsqrc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Qatar Central (QRC)
VMwareEHubNsqrc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Qatar Central (QRC)
VMwareEHubNsqrc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Qatar Central (QRC)
VMwareEHubNsqrc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Qatar Central (QRC)
ServerEHubNsqrc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Qatar Central (QRC)
ServerEHubNsqrc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Qatar Central (QRC)
ServerEHubNsqrc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Qatar Central (QRC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Italy North (ITN)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Italy North (ITN)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Italy North (ITN)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Italy North (ITN)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Italy North (ITN)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Italy North (ITN)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Italy North (ITN)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Italy North (ITN)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Italy North (ITN)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Italy North (ITN)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Italy North (ITN)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Italy North (ITN)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Italy North (ITN)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Italy North (ITN)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Italy North (ITN)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Italy North (ITN)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Italy North (ITN)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Italy North (ITN)
aka.ms/latestapplianceservices/italynorth,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Italy North (ITN)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Italy North (ITN)
discoverysrv.itn.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Italy North (ITN)
asmsrv.itn.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Italy North (ITN)
pod01-srs1.itn.siterecovery.windowsazure.com,Migration Service URL,Common to all fabrics,Italy North (ITN)
asmsrvproditnperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Italy North (ITN)
asmsrvproditnperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Italy North (ITN)
discoverysvcproditnevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Italy North (ITN)
discoverysvcproditndesa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Italy North (ITN)
HyperVEHubNsitn1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Italy North (ITN)
HyperVEHubNsitn2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Italy North (ITN)
HyperVEHubNsitn3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Italy North (ITN)
VMwareEHubNsitn1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Italy North (ITN)
VMwareEHubNsitn2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Italy North (ITN)
VMwareEHubNsitn3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Italy North (ITN)
ServerEHubNsitn1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Italy North (ITN)
ServerEHubNsitn2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Italy North (ITN)
ServerEHubNsitn3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Italy North (ITN)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Poland Cetnral (PLC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Poland Cetnral (PLC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Poland Cetnral (PLC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Poland Cetnral (PLC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Poland Cetnral (PLC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Poland Cetnral (PLC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Poland Cetnral (PLC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Poland Cetnral (PLC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Poland Cetnral (PLC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Poland Cetnral (PLC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Poland Cetnral (PLC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Poland Cetnral (PLC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Poland Cetnral (PLC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Poland Cetnral (PLC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Poland Cetnral (PLC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Poland Cetnral (PLC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Poland Cetnral (PLC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Poland Cetnral (PLC)
aka.ms/latestapplianceservices/polandcentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Poland Cetnral (PLC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Poland Cetnral (PLC)
discoverysrv.plc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Poland Cetnral (PLC)
asmsrv.plc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Poland Cetnral (PLC)
pod01-srs1.plc.siterecovery.windowsazure.com,Migration Service URL,Common to all fabrics,Poland Cetnral (PLC)
asmsrvprodplcperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Poland Cetnral (PLC)
asmsrvprodplcperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Poland Cetnral (PLC)
discoverysvcprodplcevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Poland Cetnral (PLC)
discoverysvcprodplcdepsa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Poland Cetnral (PLC)
HyperVEHubNsplc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Poland Cetnral (PLC)
HyperVEHubNsplc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Poland Cetnral (PLC)
HyperVEHubNsplc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Poland Cetnral (PLC)
VMwareEHubNsplc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Poland Cetnral (PLC)
VMwareEHubNsplc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Poland Cetnral (PLC)
VMwareEHubNsplc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Poland Cetnral (PLC)
ServerEHubNsplc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Poland Cetnral (PLC)
ServerEHubNsplc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Poland Cetnral (PLC)
ServerEHubNsplc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Poland Cetnral (PLC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Germany West Central (GWC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Germany West Central (GWC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Germany West Central (GWC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Germany West Central (GWC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Germany West Central (GWC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Germany West Central (GWC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Germany West Central (GWC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Germany West Central (GWC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Germany West Central (GWC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Germany West Central (GWC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Germany West Central (GWC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Germany West Central (GWC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Germany West Central (GWC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Germany West Central (GWC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Germany West Central (GWC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Germany West Central (GWC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Germany West Central (GWC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Germany West Central (GWC)
aka.ms/latestapplianceservices/germanywestcentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Germany West Central (GWC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Germany West Central (GWC)
discoverysrv.gwc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Germany West Central (GWC)
asmsrv.gwc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Germany West Central (GWC)
pod01-srs1.gwc.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Germany West Central (GWC)
asmsrvprodgwcperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Germany West Central (GWC)
asmsrvprodgwcperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Germany West Central (GWC)
discoverysvcprodgwcevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Germany West Central (GWC)
discoverysvcprodgwcdepsa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Germany West Central (GWC)
HyperVEHubNsgwc1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Germany West Central (GWC)
HyperVEHubNsgwc2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Germany West Central (GWC)
HyperVEHubNsgwc3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Germany West Central (GWC)
